String,Type,label,aug
NFL Enterprises LLC. All Rights Reserved.,Not Dark Pattern,0,0
Add and save!,Misdirection,1,0
clear text ,Not Dark Pattern,0,0
2+ people just viewed this product,Social Proof,1,0
"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. ",Not Dark Pattern,0,0
Healthy Diet,Not Dark Pattern,0,0
Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon,Not Dark Pattern,0,0
"no thanks, I like paying full price",Misdirection,1,0
3 other people are currently viewing this item.,Social Proof,1,0
Amazing service and quality! Lee up the excellent work.,Not Dark Pattern,0,0
Plants that are air purifying.,Not Dark Pattern,0,1
Only 82 left in stock!,Scarcity,1,0
 Sign in & make your visit all about you ,Not Dark Pattern,0,0
Report a Fake Product,Not Dark Pattern,0,0
AdjustableBucketHeadbandsSale Items- View All -,Not Dark Pattern,0,0
"Hurry, Sale ends in 9 Hours!",Urgency,1,0
"Get inspiration, new arrivals and the latest offers to your inbox.",Not Dark Pattern,0,0
*Freight/Higher Freight charges may apply to some areas. Click here to view Shipping Policy,Not Dark Pattern,0,0
Start SellingSearchWishlistAccountCartCart,Not Dark Pattern,0,0
The day ended with a left turn.,Urgency,1,1
 Supporting All Artists Create because you can ,Not Dark Pattern,0,0
 手錶 / Watches ,Not Dark Pattern,0,0
Offer ends in 03 days 19 hours : 54 mins : 22 secs,Urgency,1,0
"Hurry, limited time offer!",Urgency,1,1
Necessary Protection..,Misdirection,1,0
"Available, only 2 left",Scarcity,1,0
There are fan 888-548-5870 888-548-5870 deals.,Misdirection,1,1
A tracksuit.,Not Dark Pattern,0,1
"Hurry, only 2 left in stock",Scarcity,1,0
 Cases for Magsafe Refine by Product Type: Cases for Magsafe ,Not Dark Pattern,0,0
I don't like fun and games.,Misdirection,1,1
"3,081 people have viewed this item",Social Proof,1,0
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,Social Proof,1,0
Today's sale ends in: 00hours:57min:19sec,Urgency,1,0
Fave x GrabPay,Not Dark Pattern,0,0
"No thanks, I just want the item",Misdirection,1,0
Discreet packaging,Not Dark Pattern,0,0
There is limited time left!,Urgency,1,1
There are two free weights and a 30% discount with the promo code.,Misdirection,1,1
"The presence of flowers is enough to make any occasion or moment truly a memorable affair. Flowers can make an ordinary room extremely beautiful. Flowers are widely used in decorations, as gifts, or even as ornaments on various dresses. People can explore a variety of fresh vibrant flowers such as roses, tulips, orchids, carnations, sunflowers, chrysanthemums and a lot more through the help of our online gifting store. All these beautiful flowers will be delivered at your desired destination in blooming condition only. With an unmatched beauty and fragrance, these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner.",Not Dark Pattern,0,0
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing ,Urgency,1,0
The deal lasts 25 minutes and 22 seconds.,Urgency,1,1
Israel purchased tuvia eisenberg Systematics.,Social Proof,1,1
Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,Social Proof,1,0
Charleston ,Not Dark Pattern,0,0
Ended in: 11 hours 20 minutes 13 seconds SEC.,Urgency,1,1
There are two free pedicures with the promo code.,Misdirection,1,1
The Exhibits of the NRA Annual Meetings.,Not Dark Pattern,0,1
HURRY! ONLY 11 LEFT IN STOCK.,Scarcity,1,0
Carpet Python Vivariums,Not Dark Pattern,0,0
 Candy & Snacks ,Not Dark Pattern,0,0
Only 1 products left,Scarcity,1,0
Sale Ends in 5 days 14 hours 42 mins 53 sec,Urgency,1,0
1 item left,Scarcity,1,0
POPULAR 62 others checked this out in the last few hours.,Social Proof,1,0
Low In Stock Today,Scarcity,1,0
The Mallet E Speed Lace is black and silver.,Not Dark Pattern,0,1
"Hurry! Sale Ends In:

02:59:50",Urgency,1,0
Set SALE Into Summer ,Not Dark Pattern,0,0
Hurry! Less than 10 left!,Scarcity,1,0
DEAL ENDS IN 40:55:13,Urgency,1,0
Patient Transfer Devices,Not Dark Pattern,0,0
Popular item! 🔥 27 people recently purchased this.,Social Proof,1,0
Excellent service all the time.,Not Dark Pattern,0,1
"Weight Management Shakes help cut cals, control appetite, and drop LBS.* Learn more about Weight Management Shakes.",Not Dark Pattern,0,0
Why I chose this:,Not Dark Pattern,0,0
Hurry! Only 2 left!,Scarcity,1,0
M-Class Remotes,Not Dark Pattern,0,0
 Disposable Washcloths ,Not Dark Pattern,0,0
Decades Shop,Not Dark Pattern,0,0
Activate within 0:30:00,Urgency,1,0
Free shipping on orders over $100 is only available for a limited time.,Urgency,1,1
 What's New New arrivals daily ,Not Dark Pattern,0,0
Viewed 1040 times in the last 7 days,Social Proof,1,0
READY FOR YOUR NEXT AUTHENTIC NHL JERSEY?,Not Dark Pattern,0,0
Your cart is reserved for 14:05 minutes!,Urgency,1,0
"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",Social Proof,1,0
Only 1 unit left in stock,Scarcity,1,0
 Data Processor Privacy Policy: https://triplelift.com/privacy ,Not Dark Pattern,0,0
"NO THANKS, I DON'T WANT TO SAVE MONEY",Misdirection,1,0
Buy Wearables»,Not Dark Pattern,0,0
 Heart Shaped Cake ,Not Dark Pattern,0,0
Someone in Pennsylvania bought something.,Social Proof,1,1
I love chaos.,Misdirection,1,1
"Hurry, only 2 left in stock!",Scarcity,1,0
I would rather do it the hard way.,Misdirection,1,1
5 items left,Scarcity,1,0
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,Urgency,1,0
Currently 8 left in stock.,Scarcity,1,0
"Hurry, only 3 left!",Scarcity,1,0
 Rain Boots ,Not Dark Pattern,0,0
Only 32 left in stock,Scarcity,1,0
Need more help?,Not Dark Pattern,0,1
Anniversary Gifts ,Not Dark Pattern,0,0
New Vintage Stylish Belt Watch - Women,Not Dark Pattern,0,0
"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",Social Proof,1,0
Shop Tops by Pattern,Not Dark Pattern,0,0
 Short,Not Dark Pattern,0,0
Order before 16h 59m and get 35% off everything.,Urgency,1,1
You can either livechat or email our support team with any questions or concerns. We are always ready to help. ,Not Dark Pattern,0,0
"Someone from Portland, United States (US) purchased MODALERT recently.",Social Proof,1,0
"Someone from Cape Town, Western Cape, South Africa is buying a Packable Travel Duffel Bag.",Social Proof,1,1
Only 2 Left in Stock,Scarcity,1,0
156 were sold in the last 24 hours.,Social Proof,1,1
This product can expose you to chemicals that are known to cause cancer on birth defects or reproductive harm in California.,Not Dark Pattern,0,1
Pick which store you would like to visit.,Not Dark Pattern,0,1
We only have 5 left!,Scarcity,1,0
"No thanks, I don’t want to save",Misdirection,1,0
Hurry! Almost Sold Out...,Scarcity,1,0
19 people have viewed this item,Social Proof,1,0
 Kyanite Beads ,Not Dark Pattern,0,0
Only 3 Left in Stock!,Scarcity,1,0
I prefer to pay for shipping.,Misdirection,1,1
There is feedback.,Not Dark Pattern,0,1
715 people have added this item to their cart.,Social Proof,1,1
I'd rather pay full price,Misdirection,1,0
"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",Social Proof,1,0
"The price is guaranteed for days, weeks, and months.",Urgency,1,1
Jeanne E. Bray Memorial Scholarship,Not Dark Pattern,0,0
ONLY 52 items left in stock!,Scarcity,1,0
Felizer Designer Diamond studded Round Dial Metal starp watch for Women & Girls - Silver (Heart design) Analog,Not Dark Pattern,0,0
There is a custom board quote.,Not Dark Pattern,0,1
I still want to pay full price.,Misdirection,1,1
MOST POPULAR,Social Proof,1,0
The competitor price was $172.00.,Misdirection,1,1
Low Stock Alert: Only 8 left in inventory,Scarcity,1,0
Can we get you to check out?,Misdirection,1,1
Universal Fit Collapsible Smart Phone Stand,Not Dark Pattern,0,0
Returns Information,Not Dark Pattern,0,0
Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,Social Proof,1,0
Brand: Ray-Ban® | Similar products from Ray-Ban®,Not Dark Pattern,0,0
The tools are being reloaded.,Not Dark Pattern,0,1
Only 3 available,Scarcity,1,0
Log in or register.,Misdirection,1,1
The offers end at 0:54:59.,Urgency,1,1
"If you know what is going on at home, you can be alert of emergencies in real time.",Not Dark Pattern,0,1
10 SEATS LEFT,Scarcity,1,0
There are hair tools.,Not Dark Pattern,0,1
Compare.,Misdirection,1,1
Julie purchased a watercolor brush pen 24 refill colors with travel case about 10 hours ago.,Social Proof,1,1
All You™,Not Dark Pattern,0,0
LAST CHANCE TO ACTIVATE 10% OFF,Scarcity,1,0
Nectar,Not Dark Pattern,0,0
Your order is reserved for 08:48 minutes!,Urgency,1,0
LIMITED TIME SALE,Urgency,1,0
"ONLY 5 LEFT, ORDER SOON!",Scarcity,1,0
We are not currently accepting orders from outside of the UK.,Not Dark Pattern,0,0
I don't like saving money.,Misdirection,1,1
"Our items sell fast, don't miss out!",Scarcity,1,0
Your order is reserved for 09:56 minutes!,Urgency,1,0
There is an exclusive deal for you.,Urgency,1,1
The rifles were used.,Not Dark Pattern,0,1
KidsAuthentic,Not Dark Pattern,0,0
HURRY! ONLY 31 LEFT IN STOCK.,Scarcity,1,0
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80,Urgency,1,0
OH SO POPULAR! 21 bought in the last 7 days.,Social Proof,1,0
7 sold in the last 48 hours,Social Proof,1,0
Only 3 left in stock,Scarcity,1,0
Low Stock,Scarcity,1,0
Delivery & Offers Terms,Not Dark Pattern,0,0
Your order will be reserved for 6:56 minutes.,Urgency,1,0
"Sudha rana from Jaipur bought this product, 23 Mins ago.",Social Proof,1,0
Everything was perfect. The delivery was very smooth and the products were in great condition as well.,Not Dark Pattern,0,0
 No reviews yet Write a review ,Not Dark Pattern,0,0
71 people have purchased this item,Social Proof,1,0
Plant-based Protein,Not Dark Pattern,0,0
"ONLY 5 LEFT, HURRY!",Scarcity,1,0
Only 22 left in stock!,Scarcity,1,0
There are primary arms Scopes.,Not Dark Pattern,0,1
Tree Frog Terrariums,Not Dark Pattern,0,0
 Share on Pinterest ,Not Dark Pattern,0,0
8 people have viewed this product today!,Social Proof,1,0
activate within 10:00,Urgency,1,0
Focus remotes,Not Dark Pattern,0,0
2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,Social Proof,1,0
 Personalised Chocolates ,Not Dark Pattern,0,0
Blue Raspberry,Not Dark Pattern,0,0
 Fashion Bags ,Not Dark Pattern,0,0
Sorry! This product is no longer available,Not Dark Pattern,0,0
Hurry Up ! Time is running out,Urgency,1,0
The time is :4411 seconds.,Urgency,1,1
It was called Tretorn.,Not Dark Pattern,0,1
50% OFF for Limited Time Only!!!,Urgency,1,0
"If you want to prolong the life of your Shaver Guard, you need to replace it every 12 - 18 months.",Misdirection,1,1
You can read the FAQ.,Not Dark Pattern,0,1
"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",Misdirection,1,0
Football,Not Dark Pattern,0,0
Footwear Accessories,Not Dark Pattern,0,0
Short sleeves dresses.,Not Dark Pattern,0,1
"Dog Collars, Leads & Tethers",Not Dark Pattern,0,0
"BERNARD in Philadelphia, United States purchased a",Social Proof,1,0
Only 498 left,Scarcity,1,0
" Household Cleaning Kitchen Bathroom Eco Laundry General Cleaning Kitchenware Cook & Bakeware Food Storage & Preservation Kitchen Textiles Appliances Kitchen Appliances Household Appliances Bed, Bath & Living ",Not Dark Pattern,0,0
Radio and GPS Pouches,Not Dark Pattern,0,0
5 left,Scarcity,1,0
 newsletter signup (privacy policy) ,Not Dark Pattern,0,0
 Moonstone Beads ,Not Dark Pattern,0,0
Limited Quantity Available,Scarcity,1,0
Diamond Nose Studs ,Not Dark Pattern,0,0
International Shipping Policy,Not Dark Pattern,0,0
The bags are crossbody and belt bags.,Not Dark Pattern,0,1
Shop All Vape Kits,Not Dark Pattern,0,0
Cooper Remotes,Not Dark Pattern,0,0
View All New Arrivals,Not Dark Pattern,0,0
"To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification. ",Not Dark Pattern,0,0
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,Urgency,1,0
 Ireland EUR,Not Dark Pattern,0,0
Your order will be ready for 10:00 minutes.,Urgency,1,1
You agree to receive our emails if you subscribe.,Not Dark Pattern,0,1
Only 1 left in stock,Scarcity,1,0
"No thanks, I don’t like saving money.",Misdirection,1,0
I do not want deals.,Misdirection,1,1
00 HRS 57 MINS 56 SECS,Urgency,1,0
10% off your first order is a limited time offer.,Urgency,1,1
Availability: Only 1 Left,Scarcity,1,0
"No thanks, I prefer to pay full price.",Misdirection,1,0
9 items left,Scarcity,1,0
Items in your cart are in VERY high-demand.,Scarcity,1,0
There is a collection of synthesis ALLOYs.,Not Dark Pattern,0,1
The soft flexible is classic.,Not Dark Pattern,0,1
 Food ,Not Dark Pattern,0,0
"Hurry, before it is gone! Limited time remaining!",Urgency,1,0
The Mounts are named after Warne.,Not Dark Pattern,0,1
Choose your payment day. View your schedule and select pay now.,Not Dark Pattern,0,0
Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,Social Proof,1,0
2 DAYS 13:06:13,Urgency,1,0
"For any other inquiries, Click here",Not Dark Pattern,0,0
Enjoy 10% off sitewide.,Urgency,1,1
 Space Heaters & Workshop Heaters ,Not Dark Pattern,0,0
 Chargers ,Not Dark Pattern,0,0
"No thanks, I don't like saving money",Misdirection,1,0
13 people have added this to their cart,Social Proof,1,0
Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,Social Proof,1,0
Occasion: Anniversary,Not Dark Pattern,0,0
Printed ,Not Dark Pattern,0,0
Trending now! Added to basket 38 times today,Social Proof,1,0
Action figures of animals.,Not Dark Pattern,0,1
"Hurry up, there is a limited time offer on Utorch Corridor Porch Aisle Lights.",Urgency,1,1
LIVE REMAINING STOCK,Scarcity,1,0
Ended in: 10 hours 40 minutes SEC.,Urgency,1,1
"I DON'T LIKE FREE GIFTS, NO THANKS",Misdirection,1,0
"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",Social Proof,1,0
PomeloFashion born in AsiaOn trend. Online. On the go.,Not Dark Pattern,0,0
Hurry! Only 2 left at this price!,Scarcity,1,0
"no thanks, I hate fun & games",Misdirection,1,0
ON SALE: Select Seasonal T-Shirts only $19.99! Limited time only! Save Now!,Urgency,1,0
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,Urgency,1,0
Only 3 left In Stock,Scarcity,1,0
Nighty For Honeymoon,Not Dark Pattern,0,0
LESS THAN 8 LEFT IN STOCK!,Scarcity,1,0
'Keeper of Lost Things',Not Dark Pattern,0,0
Compare Products ,Not Dark Pattern,0,0
style to command,Not Dark Pattern,0,0
You can sign up for the latest updates.,Not Dark Pattern,0,1
Someone bought a bunch of kids leggings.,Social Proof,1,1
 Jumpers + Sweaters ,Not Dark Pattern,0,0
Someone in city just added Radiance - Nebulizing Diffuser® to their cart,Social Proof,1,0
Shop All,Not Dark Pattern,0,0
 Gift Cards Collection ,Not Dark Pattern,0,0
Boys Red School Uniforms,Not Dark Pattern,0,0
 Colored Contact Lenses ,Not Dark Pattern,0,0
Tube Tops,Not Dark Pattern,0,0
A Ritual of Light,Not Dark Pattern,0,0
*,Not Dark Pattern,0,0
The cart will run out of fuel in 04:53 minutes.,Urgency,1,1
You will get an exclusive offer if you sign up.,Not Dark Pattern,0,1
"Before you check out, can we tempt you?",Misdirection,1,0
Your shopping cart is empty.,Not Dark Pattern,0,0
"Jamie in Nashville, United States purchased",Social Proof,1,0
There is a color block.,Not Dark Pattern,0,1
Cheaney,Not Dark Pattern,0,0
Tribeca Remotes,Not Dark Pattern,0,0
FAMILY SHADE PACK | PICK YOUR PACK,Not Dark Pattern,0,0
 VIP Points! ,Not Dark Pattern,0,0
 VUSE Alto Menthol Pods ,Not Dark Pattern,0,0
"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",Social Proof,1,0
89 currently viewing,Social Proof,1,0
"Location: Kansas City, MO",Not Dark Pattern,0,0
Your order has been reserved for,Urgency,1,0
"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",Social Proof,1,0
Only 1 piece left.,Scarcity,1,0
Only 14 left,Scarcity,1,0
Swedish Hasbeens,Not Dark Pattern,0,0
