String,Type,label,predicate
" This site uses cookies to provide and improve your shopping experience. If you want to benefit from this improved service, please opt-in. ",Not Dark Pattern,0,None
A Ritual of Light,Not Dark Pattern,0,None
"No, I don't feel lucky",Misdirection,1,Confirmshaming
994 items sold this hour.,Social Proof,1,Activity Notifications
 Casual V-Neck Sleeveless T-Shirt ,Not Dark Pattern,0,None
ONLY 13 LEFT,Scarcity,1,Low-stock Messages
"No thanks, I prefer to pay more for shoes!",Misdirection,1,Confirmshaming
 Rudraksha Recommendations ,Not Dark Pattern,0,None
Only 1 Left in Stock. Buy Soon!,Scarcity,1,Low-stock Messages
Only 3 left in stock!,Scarcity,1,Low-stock Messages
TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,Misdirection,1,Pressured Selling
Massive Tax Time Sale See Discounts! Sale ends in,Urgency,1,Limited-time Messages
FLASH 19:15:22,Urgency,1,Countdown Timers
"No Thanks, I'll Pay Full Price",Misdirection,1,Confirmshaming
" ... It covers love and loss, friendship and pain through ",Not Dark Pattern,0,None
"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",Social Proof,1,Activity Notifications
"1,446 people have viewed this item",Social Proof,1,Activity Notifications
Americas,Not Dark Pattern,0,None
308 viewed per day,Social Proof,1,Activity Notifications
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Misdirection,1,Confirmshaming
*Only 2 left in stock. Don't miss out!,Scarcity,1,Low-stock Messages
LIMITED TIME OFFER,Urgency,1,Limited-time Messages
Would you like to purchase an Extended Protection Plan?,Misdirection,1,Pressured Selling
Low in stock: only 1 left.,Scarcity,1,Low-stock Messages
We are not currently accepting orders from outside of the UK.,Not Dark Pattern,0,None
Ends Sunday! $200 off any mattress . free shipping & free returns!,Urgency,1,Limited-time Messages
"Rs 4,013 (Retail Discount) + Rs 2,997 (Limited Time Coupon)",Urgency,1,Limited-time Messages
U.S. Vape Mail Ban FAQs,Not Dark Pattern,0,None
Only 1 item left!,Scarcity,1,Low-stock Messages
JerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,Not Dark Pattern,0,None
ONLY 8 LEFT,Scarcity,1,Low-stock Messages
Offer ends in,Urgency,1,Limited-time Messages
Your AccountTrack Your OrdersJoin Celebrations Passport,Not Dark Pattern,0,None
Fun Treat Tossing,Not Dark Pattern,0,None
Discount pending $10 OFF 00:30:00,Urgency,1,Countdown Timers
"In stock, only 1 products left",Scarcity,1,Low-stock Messages
Dressmakers Mannequins ,Not Dark Pattern,0,None
"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",Social Proof,1,Activity Notifications
"Someone in Paris, France just purchased a Kanpeki Knife Set",Social Proof,1,Activity Notifications
Trending now! Added to basket 490 times today,Social Proof,1,Activity Notifications
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,Urgency,1,Countdown Timers
2 viewed per hour,Social Proof,1,Activity Notifications
"No thanks, I prefer to pay full price.",Misdirection,1,Confirmshaming
Cargo Trousers,Not Dark Pattern,0,None
Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,Social Proof,1,Activity Notifications
57 PEOPLE HAVE LOOKED AT THIS TODAY,Social Proof,1,Activity Notifications
"ONCE IT'S GONE, IT'S GONE",Scarcity,1,Low-stock Messages
"No thanks, free stuff isn't for me.",Misdirection,1,Confirmshaming
Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,Social Proof,1,Activity Notifications
POPULAR 64 others checked this out in the last few hours.,Social Proof,1,Activity Notifications
 Fashion Bags ,Not Dark Pattern,0,None
"no thanks, I don't like to save",Misdirection,1,Confirmshaming
Pleated Skirts,Not Dark Pattern,0,None
 Yearly ,Not Dark Pattern,0,None
43 added to bag in the last 48hrs,Social Proof,1,Activity Notifications
Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,Social Proof,1,Activity Notifications
A very fun outfit for a less formal event like a sangeet! Husband said the bell bottom type pants were fun to dance in :),Not Dark Pattern,0,None
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,Urgency,1,Limited-time Messages
"Only available for a LIMITED TIME, so get yours TODAY!",Urgency,1,Limited-time Messages
"No Thanks, I Prefer Paying Full Price.",Misdirection,1,Confirmshaming
You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!,Not Dark Pattern,0,None
"NO THANKS, I'll PAY FULL PRICE",Misdirection,1,Confirmshaming
24 people currently interested,Social Proof,1,Activity Notifications
0011Days:0088Hours:4411Minutes:21125445Seconds,Urgency,1,Countdown Timers
3Days01:49:51 Left,Urgency,1,Countdown Timers
"Jeremy in Warroad, United States purchased a",Social Proof,1,Activity Notifications
"Before you check out, can we tempt you?",Misdirection,1,Pressured Selling
"Jeremy in Stockton, United States purchased a",Social Proof,1,Activity Notifications
Complete your purchase within the next 12:18 minutes and receive 10% off,Urgency,1,Countdown Timers
8 people are looking at this artwork,Social Proof,1,Activity Notifications
Less than 7 left!,Scarcity,1,Low-stock Messages
Long Sleeves Nightwear,Not Dark Pattern,0,None
Only 1 left!,Scarcity,1,Low-stock Messages
"No Thanks, I'll let this offer sail away",Misdirection,1,Confirmshaming
 Bioactive Custodians ,Not Dark Pattern,0,None
" Paper, Pads & Blocks Toggle category Paper, Pads & Blocks ",Not Dark Pattern,0,None
Limited time offer,Urgency,1,Limited-time Messages
"We're sorry, this store is closed.",Not Dark Pattern,0,None
Availability: Only 4 Left!,Scarcity,1,Low-stock Messages
"Due To HIGH Demand, Cart Expires In: 08:41",Urgency,1,Countdown Timers
1 person is looking at this item.,Social Proof,1,Activity Notifications
LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,Urgency,1,Countdown Timers
Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74,Urgency,1,Limited-time Messages
Hot Offer. Limited Time,Urgency,1,Limited-time Messages
 Year of Ours ,Not Dark Pattern,0,None
Your order is reserved for 09:35 minutes!,Urgency,1,Countdown Timers
 Shirts & Blouses ,Not Dark Pattern,0,None
Discreet packaging,Not Dark Pattern,0,None
"No thanks, I don't want to save up to 75%",Misdirection,1,Confirmshaming
Sale ending in 0 days 04 hours 12 minutes 10 seconds,Urgency,1,Countdown Timers
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",Social Proof,1,Activity Notifications
"No thanks, I don't want 15% off",Misdirection,1,Confirmshaming
"No thanks, I've got too much cool Glock stuff!",Misdirection,1,Confirmshaming
Recent searches,Not Dark Pattern,0,None
Rachel Comey,Not Dark Pattern,0,None
Strong demand! Complete your order before it's too late!,Scarcity,1,High-demand Messages
2 items left,Scarcity,1,Low-stock Messages
Your order will be reserved for 6:56 minutes.,Urgency,1,Countdown Timers
 Lawn Mowers ,Not Dark Pattern,0,None
Back Yard & Spa,Not Dark Pattern,0,None
 Track your order by entering your order number and email below or if you would like to create an account or log in (click here) ,Not Dark Pattern,0,None
Only 16531 items left in stock!,Scarcity,1,Low-stock Messages
 View all Ink categories ,Not Dark Pattern,0,None
Lenscap: Damage Only,Misdirection,1,Trick Questions
Everything was perfect. The delivery was very smooth and the products were in great condition as well.,Not Dark Pattern,0,None
"No thanks, I'll pay full price.",Misdirection,1,Confirmshaming
61 people have already bought that product today with 50% discount,Social Proof,1,Activity Notifications
"Size low on stock, only 1 item left",Scarcity,1,Low-stock Messages
"Now 30% off - hurry, limited time offer!",Urgency,1,Limited-time Messages
Report a Fake Product,Not Dark Pattern,0,None
This is how you can reject or delete your cookies,Not Dark Pattern,0,None
Trending now! Added to basket 38 times today,Social Proof,1,Activity Notifications
ONLY 1 WATCH LEFT,Scarcity,1,Low-stock Messages
"Due To HIGH Demand, Cart Expires In: 08:41",Urgency,1,Countdown Timers
Hurry only 2 left,Scarcity,1,Low-stock Messages
DEAL ENDS IN 40:55:13,Urgency,1,Countdown Timers
Free Embroidery Patterns,Not Dark Pattern,0,None
Don't Know Pincode?,Not Dark Pattern,0,None
We value your input. Share your review so everyone else can enjoy it too.,Not Dark Pattern,0,None
"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",Social Proof,1,Activity Notifications
"Jamie in Nashville, United States purchased",Social Proof,1,Activity Notifications
View All Home Accessories,Not Dark Pattern,0,None
00DAYS00HOURS14MINUTES21SECONDS,Urgency,1,Countdown Timers
Only 498 left,Scarcity,1,Low-stock Messages
RECENTLY VIEWED 2 others viewed this in the last few hours,Social Proof,1,Activity Notifications
72 Viewing This Product,Social Proof,1,Activity Notifications
"No, I don't feel lucky",Misdirection,1,Confirmshaming
"No thanks, I don't want discount",Misdirection,1,Confirmshaming
Hurry Up! Only 1 Piece Left,Scarcity,1,Low-stock Messages
Low in stock: only 1 left.,Scarcity,1,Low-stock Messages
"Check your orders, in-store quotes & more",Not Dark Pattern,0,None
4 sold in last 5 hours,Social Proof,1,Activity Notifications
Carpet Python Vivariums,Not Dark Pattern,0,None
Sorry! This product is no longer available,Not Dark Pattern,0,None
4 people are looking at this right now.,Social Proof,1,Activity Notifications
 Charity Collection ,Not Dark Pattern,0,None
"No Thanks, I don't like free stuff.",Misdirection,1,Confirmshaming
ROAD CLOTHING,Not Dark Pattern,0,None
 First name * ,Not Dark Pattern,0,None
Search for similiar products,Not Dark Pattern,0,None
Your order is reserved for 09:35 minutes!,Urgency,1,Countdown Timers
ONLY 1 LEFT,Scarcity,1,Low-stock Messages
LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY,Urgency,1,Limited-time Messages
Coin Necklace ,Not Dark Pattern,0,None
Work Solid Simple Crew Neck Half Sleeve Top,Not Dark Pattern,0,None
"No thanks, I don’t like saving money.",Misdirection,1,Confirmshaming
"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",Social Proof,1,Activity Notifications
Color Block,Not Dark Pattern,0,None
What's New By Category,Not Dark Pattern,0,None
"No thanks, I don't want 15% off",Misdirection,1,Confirmshaming
Customers also bought,Misdirection,1,Pressured Selling
"No thanks, I don't like savings",Misdirection,1,Confirmshaming
"Items in your cart are in high demand, but we have reserved your order.",Scarcity,1,High-demand Messages
"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",Social Proof,1,Activity Notifications
"NO, THANKS. I DON'T LIKE DISCOUNTS ",Misdirection,1,Confirmshaming
✕,Not Dark Pattern,0,None
In Stock only 3 left,Scarcity,1,Low-stock Messages
"no thanks, I'll save money another day",Misdirection,1,Confirmshaming
How about these?,Misdirection,1,Trick Questions
"No thanks, I like full price",Misdirection,1,Confirmshaming
Only 7 left,Scarcity,1,Low-stock Messages
02:06:40 left to buy,Urgency,1,Countdown Timers
3 people bought this item last week.,Social Proof,1,Activity Notifications
Mallet E Speed Lace - Black/Silver,Not Dark Pattern,0,None
"Our items sell fast, don't miss out!",Scarcity,1,High-demand Messages
Items will be reserved in your cart for 19:10,Urgency,1,Countdown Timers
Only 1 left,Scarcity,1,Low-stock Messages
 韓國香氛 Cosmic Mansion ,Not Dark Pattern,0,None
 Wife ,Not Dark Pattern,0,None
Low Stock! Only 3 left.,Scarcity,1,Low-stock Messages
Low Stock! Only 3 left.,Scarcity,1,Low-stock Messages
1 LEFT,Scarcity,1,Low-stock Messages
Free climate compensated shipping & returns,Not Dark Pattern,0,None
Time remaining: 04:50,Urgency,1,Countdown Timers
"Jeremy in Warroad, United States purchased a",Social Proof,1,Activity Notifications
Over 200 views in 24 hrs,Social Proof,1,Activity Notifications
 First to know about upcoming tastings & events ,Not Dark Pattern,0,None
 Add to Cart ,Not Dark Pattern,0,None
"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Social Proof,1,Activity Notifications
2 left,Scarcity,1,Low-stock Messages
Jewelry Care Kit,Not Dark Pattern,0,None
Aromatherapy ,Not Dark Pattern,0,None
LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!,Urgency,1,Limited-time Messages
"Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.",Not Dark Pattern,0,None
 Polar Lights II ,Not Dark Pattern,0,None
Only 65 Items Left.,Scarcity,1,Low-stock Messages
 Supply & Demand ,Not Dark Pattern,0,None
"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",Social Proof,1,Activity Notifications
No thanks. I love chaos!,Misdirection,1,Confirmshaming
Add to Your Gift and We'll Ship it For Free!,Misdirection,1,Pressured Selling
"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",Social Proof,1,Activity Notifications
ONLY 20 LEFT IN STOCK,Scarcity,1,Low-stock Messages
 VIP Points! ,Not Dark Pattern,0,None
Your order is reserved for 09:58 minutes!,Urgency,1,Countdown Timers
 V-neck Printed Loose Short-sleeved T-shirt ,Not Dark Pattern,0,None
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,Urgency,1,Countdown Timers
3 LEFT,Scarcity,1,Low-stock Messages
Polycarbonate,Not Dark Pattern,0,None
Customer also shopped for,Misdirection,1,Pressured Selling
Stay with us in India,Not Dark Pattern,0,None
Sale ends soon:,Urgency,1,Limited-time Messages
Buy Wearables»,Not Dark Pattern,0,None
"No thanks, I prefer to pay more for shoes!",Misdirection,1,Confirmshaming
Only 1 left in stock,Scarcity,1,Low-stock Messages
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",Misdirection,1,Trick Questions
"We cannot guarantee door to door delivery for every customer. Buyers in remote areas such as farms, islands, mining camps, small towns, or out-of-towners, etc may need to collect from their nearest freight depot.",Not Dark Pattern,0,None
Only 2 units left!,Scarcity,1,Low-stock Messages
if ONLY,Urgency,1,Limited-time Messages
Only 2 left in stock,Scarcity,1,Low-stock Messages
FLASH 19:15:22,Urgency,1,Countdown Timers
1day21:04:58,Urgency,1,Countdown Timers
 Shop ,Not Dark Pattern,0,None
"An item you ordered is in high demand. No worries, we have reserved your order.",Scarcity,1,High-demand Messages
Your order is reserved for 09:43 minutes!,Urgency,1,Countdown Timers
ONLY 1 LEFT!,Scarcity,1,Low-stock Messages
Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,Social Proof,1,Activity Notifications
 Free Delivery to Home & Next day delivery available to store* ,Not Dark Pattern,0,None
Thanks! -RMO Team,Not Dark Pattern,0,None
Influencer Program,Not Dark Pattern,0,None
"Customize your phone with hundreds of grips, cases, wallets, and more.",Not Dark Pattern,0,None
00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,Urgency,1,Countdown Timers
*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,Misdirection,1,Pressured Selling
 Other Snacks ,Not Dark Pattern,0,None
Only 8 item(s) left.,Scarcity,1,Low-stock Messages
Limited Time Sale - Buy Now!,Urgency,1,Limited-time Messages
 EDC-V Megalodon Bottle Opener - Brass (Exclusive),Not Dark Pattern,0,None
"No thanks, I don't want the free gift.",Misdirection,1,Confirmshaming
Other Items On Special Offer:,Misdirection,1,Pressured Selling
 Football Boots ,Not Dark Pattern,0,None
International Shipping Policy,Not Dark Pattern,0,None
Only 1 left,Scarcity,1,Low-stock Messages
92 customers bought this in the last 48 hours,Social Proof,1,Activity Notifications
Only 2 left!,Scarcity,1,Low-stock Messages
"No Thanks, I Don't Like Saving Money.",Misdirection,1,Confirmshaming
"No thanks, I don’t like saving money.",Misdirection,1,Confirmshaming
. ,Not Dark Pattern,0,None
