Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Social Proof,Activity Notifications,"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",someone from south gate california just purchase the admiral jr spektrum servo connector plug set male and female - <num> pairs,99,"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",someone from south gate california just purchase the admiral jr spektrum servo connector plug set male and female - <num> pairs
Social Proof,Activity Notifications,One customer bought this article in the last 53 min.,one customer bought this article in the last <num> min,31,One customer bought this article in the last 53 min.,one customer bought this article in the last <num> min
Social Proof,Activity Notifications,12 customers viewed this product today!,<num> customers view this product today,143,12 customers viewed this product today!,<num> customers view this product today
Misdirection,Pressured Selling,How about one of these hot sellers?,how about one of these hot sellers,398,How about one of these hot sellers?,how about one of these hot sellers
Misdirection,Confirmshaming,"NO THANKS, I DON'T WANT 20% OFF MY ORDER",no thanks i don t want <num> off my order,334,"NO THANKS, I DON'T WANT 20% OFF MY ORDER",no thanks i don t want <num> off my order
Misdirection,Confirmshaming,"No, I don't want great deals.",no i don t want great deals,314,"No, I don't want great deals.",no i don t want great deals
Misdirection,Trick Questions,Uncheck the box if you prefer not to receive email updates.,uncheck the box if you prefer not to receive email updates,416,Uncheck the box if you prefer not to receive email updates.,uncheck the box if you prefer not to receive email updates
Social Proof,Activity Notifications,89 currently viewing,<num> currently viewing,136,89 currently viewing,<num> currently viewing
Social Proof,Activity Notifications,Purchased 100+ times in the last few days.,purchased <num> times in the last few days,6,Purchased 8 times in the last few days.,purchased <num> times in the last few days
Social Proof,Activity Notifications,2049 sold in the last 7 days,<num> sold in the last <num> days,161,2049 sold in the last 7 days,<num> sold in the last <num> days
Social Proof,Activity Notifications,"estiven in Deer Park, United States purchased PreWash™ 4 oz",estiven in deer park united states purchase prewash <num> oz,54,"estiven in Deer Park, United States purchased PreWash™ 4 oz",estiven in deer park united states purchase prewash <num> oz
Misdirection,Pressured Selling,Subscribe & Save,subscribe save,363,Subscribe & Save,subscribe save
Social Proof,Activity Notifications,7 people have it in their cart,<num> person have it in their cart,121,7 people have it in their cart,<num> person have it in their cart
Social Proof,Activity Notifications,"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",someone in shelby twp united states just bought galaxy note <num> <num> mah zeroshock battery case <num> days ago,66,"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",someone in shelby twp united states just bought galaxy note <num> <num> mah zeroshock battery case <num> days ago
Misdirection,Confirmshaming,No thanks - I don't want to save money,no thanks - i don t want to save money,326,No thanks - I don't want to save money,no thanks - i don t want to save money
Misdirection,Trick Questions,How about these?,how about these,427,How about these?,how about these
Social Proof,Activity Notifications,Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,theresa from botkins just bought panoply <num> a-line lace formal dress,200,Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,theresa from botkins just bought panoply <num> a-line lace formal dress
Social Proof,Activity Notifications,64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,<num> users bought this product touch the set - touch xl touchup makeup mirror bundle,160,64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,<num> users bought this product touch the set - touch xl touchup makeup mirror bundle
Social Proof,Activity Notifications,"Someone from Rochedale, Queensland, Australia started buying this!",someone from rochedale queensland australia started buy this,98,"Someone from Rochedale, Queensland, Australia started buying this!",someone from rochedale queensland australia started buy this
Misdirection,Pressured Selling,FANSTASTIC DEALS,fanstastic deals,393,FANSTASTIC DEALS,fanstastic deals
Social Proof,Activity Notifications,"estiven in Deer Park, United States purchased PreWash™ 4 oz",estiven in deer park united states purchase prewash <num> oz,54,"estiven in Deer Park, United States purchased PreWash™ 4 oz",estiven in deer park united states purchase prewash <num> oz
Misdirection,Confirmshaming,"Nah, I'll pay full price",nah i ll pay full price,317,"Nah, I'll pay full price",nah i ll pay full price
Misdirection,Confirmshaming,No thanks. I don't like free things...,no thanks i don t like free things,335,No thanks. I don't like free things...,no thanks i don t like free things
Misdirection,Trick Questions,You’re almost done! Click ‘Next’ to get started.,you re almost done click next to get started,404,You’re almost done! Click ‘Next’ to get started.,you re almost done click next to get started
Social Proof,Activity Notifications,"3,081 people have viewed this item",<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Misdirection,Pressured Selling,"""Your purchase entitles you to the following special""",your purchase entitles you to the following special,401,"""Your purchase entitles you to the following special""",your purchase entitles you to the following special
Misdirection,Pressured Selling,Other Items On Special Offer:,other items on special offer,357,Other Items On Special Offer:,other items on special offer
Misdirection,Trick Questions,Your discount is applied.*  *Additional service fee may appear at checkout.,your discount is applied additional service fee may appear at checkout,405,Your discount is applied.*  *Additional service fee may appear at checkout.,your discount is applied additional service fee may appear at checkout
Misdirection,Confirmshaming,"No Thanks, I Don't Like Exclusive Offers.",no thanks i don t like exclusive offers,272,"No Thanks, I Don't Like Exclusive Offers.",no thanks i don t like exclusive offers
Social Proof,Activity Notifications,Someone in Spain purchased,someone in spain purchased,67,Someone in Spain purchased,someone in spain purchased
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,994 items sold this hour.,<num> items sold this hour,152,994 items sold this hour.,<num> items sold this hour
Misdirection,Confirmshaming,"No thanks, I prefer to pay more for shoes!",no thanks i prefer to pay more for shoes,306,"No thanks, I prefer to pay more for shoes!",no thanks i prefer to pay more for shoes
Misdirection,Pressured Selling,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,two free pillows and <num> off with promo code,366,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,two free pillows and <num> off with promo code
Misdirection,Confirmshaming,"No Thanks, I'll Pay Full Price",no thanks i ll pay full price,264,"No thanks, I'll pay full price!",no thanks i ll pay full price
Social Proof,Activity Notifications,"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",tambria in hattiesburg just bought peruvian virgin natural wave hair <num> bundles with lace frontal <num> human virgin hair,201,"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",tambria in hattiesburg just bought peruvian virgin natural wave hair <num> bundles with lace frontal <num> human virgin hair
Social Proof,Activity Notifications,"1,446 people have viewed this item",<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Social Proof,Activity Notifications,308 viewed per day,<num> view per day,172,308 viewed per day,<num> view per day
Misdirection,Pressured Selling,Recommended option selected (you can modify later).,recommended option selected you can modify later,345,Recommended option selected (you can modify later).,recommended option selected you can modify later
Misdirection,Pressured Selling,Would you like to purchase an Extended Protection Plan?,would you like to purchase an extended protection plan,371,Would you like to purchase an Extended Protection Plan?,would you like to purchase an extended protection plan
Social Proof,Activity Notifications,"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",tristan in markham canada purchase a dragon baseball jersey,80,"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",tristan in markham canada purchase a dragon baseball jersey
Social Proof,Activity Notifications,"Someone in Paris, France just purchased a Kanpeki Knife Set",someone in paris france just purchase a kanpeki knife set,176,"Someone in Paris, France just purchased a Kanpeki Knife Set",someone in paris france just purchase a kanpeki knife set
Social Proof,Activity Notifications,Trending now! Added to basket 490 times today,trending now added to basket <num> times today,11,Trending now! Added to basket 38 times today,trending now added to basket <num> times today
