Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Misdirection,Confirmshaming,I'd rather pay full price,i d rather pay full price,299,No thanks. I'd rather pay full price.,no thanks i d rather pay full price
Social Proof,Activity Notifications,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",john in toowoomba city australia purchase a resin tank <num> hours ago,250,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",john in toowoomba city australia purchase a resin tank <num> hours ago
Misdirection,Trick Questions,Agree and continue keeps your current benefits,agree and continue keeps your current benefits,549,Agree and continue keeps your current benefits,agree and continue keeps your current benefits
Misdirection,Pressured Selling,Optional add on is selected to maximize your savings,optional add on is selected to maximize your savings,469,Optional add on is selected to maximize your savings,optional add on is selected to maximize your savings
Misdirection,Pressured Selling,Your AI credits includes extra storage unless removed,your ai credits includes extra storage unless removed,463,Your AI credits includes extra storage unless removed,your ai credits includes extra storage unless removed
Social Proof,Activity Notifications,Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,sharmeen atif from karachi just bought stylish metal glasses frames for kids-assorted-na <num>,124,Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,sharmeen atif from karachi just bought stylish metal glasses frames for kids-assorted-na <num>
Misdirection,Trick Questions,We will keep your preferences cookies required if you hit Apply coupon,we will keep your preferences cookies required if you hit apply coupon,595,We will keep your preferences cookies required if you hit Apply coupon,we will keep your preferences cookies required if you hit apply coupon
Misdirection,Trick Questions,Free trial starts now billing begins automatically after this weekend,free trial starts now billing begins automatically after this weekend,639,Free trial starts now billing begins automatically after this weekend,free trial starts now billing begins automatically after this weekend
Social Proof,Activity Notifications,80 plus verified purchases this week,<num> plus verified purchase this week,33,18 plus verified purchases this week,<num> plus verified purchase this week
Misdirection,Pressured Selling,Apply best settings automatically recommended,apply best settings automatically recommended,503,Apply best settings automatically recommended,apply best settings automatically recommended
Social Proof,Activity Notifications,OH SO POPULAR! 21 bought in the last 7 days.,oh so popular <num> bought in the last <num> days,79,OH SO POPULAR! 21 bought in the last 7 days.,oh so popular <num> bought in the last <num> days
Social Proof,Activity Notifications,7 sold in the last 48 hours,<num> sold in the last <num> hours,273,7 sold in the last 48 hours,<num> sold in the last <num> hours
Social Proof,Activity Notifications,"Sudha rana from Jaipur bought this product, 23 Mins ago.",sudha rana from jaipur bought this product <num> mins ago,115,"Sudha rana from Jaipur bought this product, 23 Mins ago.",sudha rana from jaipur bought this product <num> mins ago
Social Proof,Activity Notifications,71 people have purchased this item,<num> person have purchase this item,1,"2,221 people have purchased this item",<num> person have purchase this item
Social Proof,Activity Notifications,8 people have viewed this product today!,<num> person have view this product today,182,8 people have viewed this product today!,<num> person have view this product today
Social Proof,Activity Notifications,2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,<num> person have added this item to their cart today,164,2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,<num> person have added this item to their cart today
Misdirection,Trick Questions,By clicking Get deal you accept promotional communications,by clicking get deal you accept promotional communications,612,By clicking Get deal you accept promotional communications,by clicking get deal you accept promotional communications
Misdirection,Trick Questions,"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",we d like to send you weekly emails packed full of our lovely products clearance goodies and cool stuff to win you can unsubscribe at any time if you don t want to receive these emails please tick this box we d like to send you the occasional brochure so you can get a regular fix of our lovely product you can unsubscribe at any time if you don t want to receive these brochures please tick this box we d like to introduce you to other brands you might love who will post you the occasional brochure you can opt out of this at any time if you don t want to receive these brochures please tick this box,573,"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",we d like to send you weekly emails packed full of our lovely products clearance goodies and cool stuff to win you can unsubscribe at any time if you don t want to receive these emails please tick this box we d like to send you the occasional brochure so you can get a regular fix of our lovely product you can unsubscribe at any time if you don t want to receive these brochures please tick this box we d like to introduce you to other brands you might love who will post you the occasional brochure you can opt out of this at any time if you don t want to receive these brochures please tick this box
