String,Type,label,predicate
Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,Urgency,1,Countdown Timers
3 LEFT,Scarcity,1,Low-stock Messages
"NO, THANKS. I DON'T LIKE DISCOUNTS",Misdirection,1,Confirmshaming
Soft Toys,Not Dark Pattern,0,None
"Rick in Columbia, United States purchased a",Social Proof,1,Activity Notifications
The best!,Not Dark Pattern,0,None
White Plus Size Clothing,Not Dark Pattern,0,None
"no thanks, I'll save money another day",Misdirection,1,Confirmshaming
NFL Enterprises LLC. All Rights Reserved.,Not Dark Pattern,0,None
Add and save!,Misdirection,1,Trick Questions
clear text,Not Dark Pattern,0,None
2+ people just viewed this product,Social Proof,1,Activity Notifications
"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts.",Not Dark Pattern,0,None
Healthy Diet,Not Dark Pattern,0,None
Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon,Not Dark Pattern,0,None
"no thanks, I like paying full price",Misdirection,1,Confirmshaming
3 other people are currently viewing this item.,Social Proof,1,Activity Notifications
Amazing service and quality! Lee up the excellent work.,Not Dark Pattern,0,None
Space Heaters & Workshop Heaters,Not Dark Pattern,0,None
Only 82 left in stock!,Scarcity,1,Low-stock Messages
Sign in & make your visit all about you,Not Dark Pattern,0,None
Report a Fake Product,Not Dark Pattern,0,None
AdjustableBucketHeadbandsSale Items- View All -,Not Dark Pattern,0,None
"Hurry, Sale ends in 9 Hours!",Urgency,1,Limited-time Messages
"Get inspiration, new arrivals and the latest offers to your inbox.",Not Dark Pattern,0,None
*Freight/Higher Freight charges may apply to some areas. Click here to view Shipping Policy,Not Dark Pattern,0,None
Start SellingSearchWishlistAccountCartCart,Not Dark Pattern,0,None
SAVE 10% On All Orders. No Voucher Code Needed Expires in 18:07:59.,Urgency,1,Countdown Timers
Supporting All Artists Create because you can,Not Dark Pattern,0,None
手錶 / Watches,Not Dark Pattern,0,None
Offer ends in 03 days 19 hours : 54 mins : 22 secs,Urgency,1,Countdown Timers
00DAYS07HOURS09MINUTES39SECONDS,Urgency,1,Countdown Timers
Necessary Protection..,Misdirection,1,Trick Questions
"Available, only 2 left",Scarcity,1,Low-stock Messages
This offer is only VALID if you add to cart now!,Misdirection,1,Pressured Selling
Thanks! -RMO Team,Not Dark Pattern,0,None
"Hurry, only 2 left in stock",Scarcity,1,Low-stock Messages
Cases for Magsafe Refine by Product Type: Cases for Magsafe,Not Dark Pattern,0,None
"No Thanks, I prefer not to have a protection plan",Misdirection,1,Confirmshaming
"3,081 people have viewed this item",Social Proof,1,Activity Notifications
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,Social Proof,1,Activity Notifications
Today's sale ends in: 00hours:57min:19sec,Urgency,1,Countdown Timers
Fave x GrabPay,Not Dark Pattern,0,None
"No thanks, I just want the item",Misdirection,1,Confirmshaming
Discreet packaging,Not Dark Pattern,0,None
FOR A LIMITED TIME ONLY,Urgency,1,Limited-time Messages
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,Misdirection,1,Pressured Selling
"The presence of flowers is enough to make any occasion or moment truly a memorable affair. Flowers can make an ordinary room extremely beautiful. Flowers are widely used in decorations, as gifts, or even as ornaments on various dresses. People can explore a variety of fresh vibrant flowers such as roses, tulips, orchids, carnations, sunflowers, chrysanthemums and a lot more through the help of our online gifting store. All these beautiful flowers will be delivered at your desired destination in blooming condition only. With an unmatched beauty and fragrance, these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner.",Not Dark Pattern,0,None
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing,Urgency,1,Countdown Timers
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing,Urgency,1,Countdown Timers
Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),Social Proof,1,Activity Notifications
Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,Social Proof,1,Activity Notifications
Charleston,Not Dark Pattern,0,None
02 DAYS :23 HOURS :00 MINS :54 SECS,Urgency,1,Countdown Timers
Save $148.98AUD – 49% Off,Misdirection,1,Pressured Selling
"touching, funny and romantic",Not Dark Pattern,0,None
HURRY! ONLY 11 LEFT IN STOCK.,Scarcity,1,Low-stock Messages
Carpet Python Vivariums,Not Dark Pattern,0,None
Candy & Snacks,Not Dark Pattern,0,None
Only 1 products left,Scarcity,1,Low-stock Messages
Sale Ends in 5 days 14 hours 42 mins 53 sec,Urgency,1,Countdown Timers
1 item left,Scarcity,1,Low-stock Messages
POPULAR 62 others checked this out in the last few hours.,Social Proof,1,Activity Notifications
Low In Stock Today,Scarcity,1,Low-stock Messages
Occasion: Anniversary,Not Dark Pattern,0,None
"Hurry! Sale Ends In:

02:59:50",Urgency,1,Countdown Timers
Set SALE Into Summer,Not Dark Pattern,0,None
Hurry! Less than 10 left!,Scarcity,1,Low-stock Messages
DEAL ENDS IN 40:55:13,Urgency,1,Countdown Timers
Patient Transfer Devices,Not Dark Pattern,0,None
Popular item! 🔥 27 people recently purchased this.,Social Proof,1,Activity Notifications
Outdoor Recreation,Not Dark Pattern,0,None
"Weight Management Shakes help cut cals, control appetite, and drop LBS.* Learn more about Weight Management Shakes.",Not Dark Pattern,0,None
Why I chose this:,Not Dark Pattern,0,None
Hurry! Only 2 left!,Scarcity,1,Low-stock Messages
M-Class Remotes,Not Dark Pattern,0,None
Disposable Washcloths,Not Dark Pattern,0,None
Decades Shop,Not Dark Pattern,0,None
Activate within 0:30:00,Urgency,1,Countdown Timers
Limited Time Sale - Buy Now!,Urgency,1,Limited-time Messages
What's New New arrivals daily,Not Dark Pattern,0,None
Viewed 1040 times in the last 7 days,Social Proof,1,Activity Notifications
READY FOR YOUR NEXT AUTHENTIC NHL JERSEY?,Not Dark Pattern,0,None
Your cart is reserved for 14:05 minutes!,Urgency,1,Countdown Timers
"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",Social Proof,1,Activity Notifications
Only 1 unit left in stock,Scarcity,1,Low-stock Messages
Data Processor Privacy Policy: https://triplelift.com/privacy,Not Dark Pattern,0,None
"NO THANKS, I DON'T WANT TO SAVE MONEY",Misdirection,1,Confirmshaming
Buy Wearables»,Not Dark Pattern,0,None
Heart Shaped Cake,Not Dark Pattern,0,None
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,Social Proof,1,Activity Notifications
Other Items On Special Offer:,Misdirection,1,Pressured Selling
"Hurry, only 2 left in stock!",Scarcity,1,Low-stock Messages
"NO, THANKS. I DON'T LIKE DISCOUNTS",Misdirection,1,Confirmshaming
5 items left,Scarcity,1,Low-stock Messages
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,Urgency,1,Countdown Timers
Currently 8 left in stock.,Scarcity,1,Low-stock Messages
"Hurry, only 3 left!",Scarcity,1,Low-stock Messages
Rain Boots,Not Dark Pattern,0,None
Only 32 left in stock,Scarcity,1,Low-stock Messages
Space Heaters & Workshop Heaters,Not Dark Pattern,0,None
Anniversary Gifts,Not Dark Pattern,0,None
New Vintage Stylish Belt Watch - Women,Not Dark Pattern,0,None
"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair",Social Proof,1,Activity Notifications
Shop Tops by Pattern,Not Dark Pattern,0,None
Short,Not Dark Pattern,0,None
Offer ends in 15hrs 1min 56sec!,Urgency,1,Countdown Timers
You can either livechat or email our support team with any questions or concerns. We are always ready to help.,Not Dark Pattern,0,None
"Someone from Portland, United States (US) purchased MODALERT recently.",Social Proof,1,Activity Notifications
"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",Social Proof,1,Activity Notifications
Only 2 Left in Stock,Scarcity,1,Low-stock Messages
Popular item! 🔥 27 people recently purchased this.,Social Proof,1,Activity Notifications
All Brands A-Z,Not Dark Pattern,0,None
The page you were looking for doesn't exist.,Not Dark Pattern,0,None
We only have 5 left!,Scarcity,1,Low-stock Messages
"No thanks, I don’t want to save",Misdirection,1,Confirmshaming
Hurry! Almost Sold Out...,Scarcity,1,High-demand Messages
19 people have viewed this item,Social Proof,1,Activity Notifications
Kyanite Beads,Not Dark Pattern,0,None
Only 3 Left in Stock!,Scarcity,1,Low-stock Messages
Uncheck the box if you prefer not to receive email updates.,Misdirection,1,Trick Questions
Sweep Train Simple A Line Tulle Wedding Dress with Appliques and Beading,Not Dark Pattern,0,None
🔥 2 people are looking right now,Social Proof,1,Activity Notifications
I'd rather pay full price,Misdirection,1,Confirmshaming
"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",Social Proof,1,Activity Notifications
Your order is reserved for 09:14 minutes!,Urgency,1,Countdown Timers
Jeanne E. Bray Memorial Scholarship,Not Dark Pattern,0,None
ONLY 52 items left in stock!,Scarcity,1,Low-stock Messages
Felizer Designer Diamond studded Round Dial Metal starp watch for Women & Girls - Silver (Heart design) Analog,Not Dark Pattern,0,None
Screen print graphics,Not Dark Pattern,0,None
Save $148.98AUD – 49% Off,Misdirection,1,Pressured Selling
MOST POPULAR,Social Proof,1,Testimonials of Uncertain Origin
"No thanks, I like full price",Misdirection,1,Confirmshaming
Low Stock Alert: Only 8 left in inventory,Scarcity,1,Low-stock Messages
Grab yourself a bargain!,Misdirection,1,Pressured Selling
Universal Fit Collapsible Smart Phone Stand,Not Dark Pattern,0,None
Returns Information,Not Dark Pattern,0,None
Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,Social Proof,1,Activity Notifications
Brand: Ray-Ban® | Similar products from Ray-Ban®,Not Dark Pattern,0,None
Crystal Shivlingas,Not Dark Pattern,0,None
Only 3 available,Scarcity,1,Low-stock Messages
No thanks. I love chaos!,Misdirection,1,Confirmshaming
"Hurry! Sale Ends In:

02:59:50",Urgency,1,Countdown Timers
Fashion Floral Short Sleeve Dress,Not Dark Pattern,0,None
10 SEATS LEFT,Scarcity,1,Low-stock Messages
Bottoms Deals,Not Dark Pattern,0,None
$132.90 $99.00,Misdirection,1,Pressured Selling
"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",Social Proof,1,Activity Notifications
All You™,Not Dark Pattern,0,None
LAST CHANCE TO ACTIVATE 10% OFF,Scarcity,1,High-demand Messages
Nectar,Not Dark Pattern,0,None
Your order is reserved for 08:48 minutes!,Urgency,1,Countdown Timers
LIMITED TIME SALE,Urgency,1,Limited-time Messages
"ONLY 5 LEFT, ORDER SOON!",Scarcity,1,Low-stock Messages
We are not currently accepting orders from outside of the UK.,Not Dark Pattern,0,None
Subscribe & Save,Misdirection,1,Pressured Selling
"Our items sell fast, don't miss out!",Scarcity,1,High-demand Messages
Your order is reserved for 09:56 minutes!,Urgency,1,Countdown Timers
BE QUICK 00:57:33 DON'T MISS OUT,Urgency,1,Countdown Timers
AdjustableBucketHeadbandsSale Items- View All -,Not Dark Pattern,0,None
KidsAuthentic,Not Dark Pattern,0,None
HURRY! ONLY 31 LEFT IN STOCK.,Scarcity,1,Low-stock Messages
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80,Urgency,1,Limited-time Messages
OH SO POPULAR! 21 bought in the last 7 days.,Social Proof,1,Activity Notifications
7 sold in the last 48 hours,Social Proof,1,Activity Notifications
Only 3 left in stock,Scarcity,1,Low-stock Messages
Low Stock,Scarcity,1,Low-stock Messages
Delivery & Offers Terms,Not Dark Pattern,0,None
Your order will be reserved for 6:56 minutes.,Urgency,1,Countdown Timers
"Sudha rana from Jaipur bought this product, 23 Mins ago.",Social Proof,1,Activity Notifications
Everything was perfect. The delivery was very smooth and the products were in great condition as well.,Not Dark Pattern,0,None
No reviews yet Write a review,Not Dark Pattern,0,None
71 people have purchased this item,Social Proof,1,Activity Notifications
Plant-based Protein,Not Dark Pattern,0,None
"ONLY 5 LEFT, HURRY!",Scarcity,1,Low-stock Messages
Only 22 left in stock!,Scarcity,1,Low-stock Messages
"NA-KD, White",Not Dark Pattern,0,None
Tree Frog Terrariums,Not Dark Pattern,0,None
Share on Pinterest,Not Dark Pattern,0,None
8 people have viewed this product today!,Social Proof,1,Activity Notifications
activate within 10:00,Urgency,1,Countdown Timers
Focus remotes,Not Dark Pattern,0,None
2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,Social Proof,1,Activity Notifications
Personalised Chocolates,Not Dark Pattern,0,None
Blue Raspberry,Not Dark Pattern,0,None
Fashion Bags,Not Dark Pattern,0,None
Sorry! This product is no longer available,Not Dark Pattern,0,None
Hurry Up ! Time is running out,Urgency,1,Limited-time Messages
Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.,Urgency,1,Limited-time Messages
Color Block,Not Dark Pattern,0,None
50% OFF for Limited Time Only!!!,Urgency,1,Limited-time Messages
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Misdirection,1,Confirmshaming
"is full of sorrow and joy that weaves the life stories of its characters, exploring relationships, illness and loss * Manchester Weekly News *",Not Dark Pattern,0,None
"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",Misdirection,1,Trick Questions
Football,Not Dark Pattern,0,None
Footwear Accessories,Not Dark Pattern,0,None
READY FOR YOUR NEXT AUTHENTIC NHL JERSEY?,Not Dark Pattern,0,None
"Dog Collars, Leads & Tethers",Not Dark Pattern,0,None
"BERNARD in Philadelphia, United States purchased a",Social Proof,1,Activity Notifications
Only 498 left,Scarcity,1,Low-stock Messages
"Household Cleaning Kitchen Bathroom Eco Laundry General Cleaning Kitchenware Cook & Bakeware Food Storage & Preservation Kitchen Textiles Appliances Kitchen Appliances Household Appliances Bed, Bath & Living",Not Dark Pattern,0,None
Radio and GPS Pouches,Not Dark Pattern,0,None
5 left,Scarcity,1,Low-stock Messages
newsletter signup (privacy policy),Not Dark Pattern,0,None
Moonstone Beads,Not Dark Pattern,0,None
Limited Quantity Available,Scarcity,1,Low-stock Messages
Diamond Nose Studs,Not Dark Pattern,0,None
International Shipping Policy,Not Dark Pattern,0,None
Combination,Not Dark Pattern,0,None
Shop All Vape Kits,Not Dark Pattern,0,None
Cooper Remotes,Not Dark Pattern,0,None
View All New Arrivals,Not Dark Pattern,0,None
"To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification.",Not Dark Pattern,0,None
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,Urgency,1,Countdown Timers
Ireland EUR,Not Dark Pattern,0,None
Your order is reserved for 09:45 minutes!,Urgency,1,Countdown Timers
Yaris Remotes,Not Dark Pattern,0,None
Only 1 left in stock,Scarcity,1,Low-stock Messages
"No thanks, I don’t like saving money.",Misdirection,1,Confirmshaming
"No thanks, I don't like winning.",Misdirection,1,Confirmshaming
00 HRS 57 MINS 56 SECS,Urgency,1,Countdown Timers
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing,Urgency,1,Countdown Timers
Availability: Only 1 Left,Scarcity,1,Low-stock Messages
"No thanks, I prefer to pay full price.",Misdirection,1,Confirmshaming
9 items left,Scarcity,1,Low-stock Messages
Items in your cart are in VERY high-demand.,Scarcity,1,High-demand Messages
Clarity Remotes,Not Dark Pattern,0,None
Charleston,Not Dark Pattern,0,None
Food,Not Dark Pattern,0,None
"Hurry, before it is gone! Limited time remaining!",Urgency,1,Limited-time Messages
Toddler Boy Underwear and Undershirts,Not Dark Pattern,0,None
